State FIPS code,State,County FIPS code,County name,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
45,SC,13,Beaufort County,75466,33066,41970,155606,41930,4543140,56780,2418707,31865,118850,21656,222878,19815,159669,12609,164291,242,18703,321120,12676,341191,20443,607798,5191,36204,17014,266995,515,10069,28896,838931,21195,149005,6579,9012,26422,82488,28784,249711,22552,290397,24686,118746,55742,3089333,26151,30692,10929,12113,3010,1654,4592,4629,13196,29294,11675,26225,12912,19356,2349,18239,47741,557087,52080,586119,15831,79037,56122,190850
45,SC,15,Berkeley County,81630,30845,45881,168322,53764,3732180,70552,2901127,23008,24400,9673,26399,8383,18473,11482,85721,399,6614,93393,5133,73110,17341,362430,7260,53739,8258,85415,200,3620,26005,534103,22739,110167,2432,3591,23418,34363,25885,158518,22536,213316,21223,75020,62117,2301275,29307,35823,16135,18877,4852,2664,4350,3756,18589,42175,16597,37309,14640,18986,861,5241,53036,344291,58229,365045,13220,39344,66520,183708
45,SC,17,Calhoun County,6396,2253,4220,13159,4164,246520,5346,178255,1773,3334,844,2930,741,2358,990,5924,299,585,3880,485,6717,1357,25121,718,4652,778,8402,26,433,1510,29985,1280,6103,150,119,1338,1747,1503,8827,1132,8032,1286,6716,4517,143859,2036,2141,1093,1193,267,154,338,277,1859,4295,1683,3832,1261,1521,52,312,3808,19753,4251,21724,1112,3660,5070,14117
45,SC,19,Charleston County,171619,53525,97903,318920,89644,9489805,141393,6508326,61833,206524,37317,256305,33844,184384,29632,357147,591,28683,493672,14193,283790,33265,801193,12036,86300,20107,253958,1474,32174,59792,1639941,49485,355781,8304,9918,52855,129665,59569,517901,48260,582509,50737,259587,127623,6452855,54290,65973,22518,24497,7463,4046,9107,8917,34861,75403,30736,66733,25069,32101,5091,35288,111494,1189596,122302,1268471,33127,149203,132188,411251
45,SC,21,Cherokee County,22433,8379,14908,47871,16435,822979,19402,633421,5295,7491,2188,7507,1957,5762,2636,18789,335,1452,5837,1735,20585,4256,65301,3324,20547,2554,25191,41,408,4690,86876,4096,18505,470,1148,4136,3982,4678,25476,3604,22830,3989,20602,15791,461469,7653,8122,4456,4880,948,530,1102,916,6929,16373,6384,15069,5082,6262,107,598,12892,62418,14290,66890,3057,6974,18775,53545
45,SC,23,Chester County,13727,4784,9422,28728,9642,503850,11632,367291,3846,4444,1194,3927,1030,3154,1711,11008,354,806,31081,1229,14571,2605,33905,2828,20391,1394,13514,25,485,2899,52370,2498,11853,307,374,2578,2962,2888,16495,2365,15772,2424,10325,9444,287280,4353,4433,2539,2620,544,271,552,443,4557,10430,4167,9627,3040,3388,73,525,7692,38745,8590,41671,1885,7708,11470,31637
45,SC,25,Chesterfield County,17663,6160,13607,38134,12970,603312,14907,462928,4392,5820,1771,7346,1551,5845,2659,18380,476,1324,11872,1288,15045,2868,41792,2495,16893,1654,15971,20,276,2993,54507,2580,11915,315,330,2544,2503,2986,16087,2279,13958,2556,12686,11827,331722,5962,6118,3414,3530,733,400,1015,858,6079,14367,5514,12962,4362,5150,89,492,9468,43756,10889,47910,2086,5555,15056,44160
45,SC,27,Clarendon County,13660,4432,10468,28328,9162,428571,10830,308893,3574,5922,1502,4470,1319,3200,2447,14272,333,1343,6122,987,12802,2990,57498,1742,11035,1713,18081,21,297,2999,59456,2410,9494,487,761,2522,3469,2990,15230,2103,14725,2628,12729,8526,232433,4041,4013,2117,2041,395,217,626,540,5023,12741,4605,11413,3389,3959,79,435,6734,31107,8035,34924,1885,5546,11198,32708
45,SC,29,Colleton County,16483,5607,11646,34631,11550,564799,13489,410122,4016,7823,1689,6952,1505,5284,3001,20408,410,1223,17824,1097,15647,3256,61815,1806,12230,1903,19110,34,505,3459,71786,2848,12375,475,505,3078,6404,3446,21063,2604,19934,2828,13232,10731,313494,4873,4990,2703,2734,538,306,770,704,5827,14661,5301,12975,4037,4987,136,771,8720,43940,10272,48293,2404,6872,13569,39973
45,SC,31,Darlington County,28261,9384,19662,58839,19912,1110916,23814,842108,7657,12176,3944,16686,3589,13808,4139,25214,356,2822,15857,2212,30283,5809,94922,3441,22332,3177,35513,47,716,6168,131910,5284,28597,693,780,5386,6391,6135,38866,4699,32506,5298,28515,19020,659632,9184,10025,4811,5038,1292,732,1604,1415,9503,23913,8793,21791,6385,7395,242,1201,15522,102306,17678,108877,3767,10743,23677,72223
45,SC,33,Dillon County,12715,3446,8527,27822,9989,384041,10937,307091,2224,3757,824,2213,733,1577,1730,11984,190,790,3035,622,6093,1970,30676,1701,10549,1027,10180,0,0,1966,38420,1695,7707,216,244,1663,1932,1959,10957,1343,8115,1692,9558,7853,192434,3951,3678,2290,2099,573,305,441,372,5460,14587,5128,13466,4041,4894,77,395,5937,25663,6998,28360,1355,3462,11066,35565
45,SC,35,Dorchester County,61960,25043,32562,131518,43705,2866962,53112,2257223,19751,20829,8943,19475,7778,13119,8902,68299,398,6031,18532,4301,57343,13929,302388,5477,40446,6658,71785,145,2312,22474,451930,19234,88609,2451,2650,20499,35692,22398,136277,19672,180999,18425,61645,47294,1741491,23044,29414,13383,16230,4043,2236,3324,2823,13725,31731,12310,28141,10739,14015,616,2590,40382,245638,44137,261805,10485,27054,49825,140814
45,SC,37,Edgefield County,10001,3966,6699,21362,6917,434761,8395,328894,2979,5485,1369,5325,1211,3879,1581,12805,302,1007,4717,907,14059,2157,43427,888,5111,1229,14158,33,465,2804,58447,2437,12366,290,279,2561,3592,2792,17781,2289,17534,2457,12910,7150,265564,3443,4003,1854,2143,438,244,583,511,2850,6803,2585,6118,2013,2456,93,418,5959,38963,6654,41817,1609,4874,8093,23496
45,SC,39,Fairfield County,9970,2717,6827,19827,6464,357808,8457,267459,2404,3297,1003,3453,869,2430,1443,6626,192,720,6064,703,9771,2257,39229,1348,8995,1067,11382,21,233,2347,45913,1966,8367,264,207,2076,3517,2331,13576,1812,13305,2051,9764,7069,202368,3487,3437,1620,1504,534,311,684,537,3467,8458,3206,7725,2333,2654,92,401,5520,28065,6273,30028,1552,4127,8125,23495
45,SC,41,Florence County,58961,19717,37787,122244,41017,2517239,50155,1892047,16170,31253,7846,41626,6962,33991,9256,65418,749,6299,72713,4295,58559,11048,187203,5711,37224,6249,70084,174,3920,15628,413807,13376,76856,1785,2924,13614,16633,15568,103790,12215,97694,13433,72688,40468,1533190,19413,22400,10276,11201,3132,1727,2842,2443,18511,46318,16994,41976,12828,15107,843,5309,33474,241804,38016,258903,8804,28806,48413,148760
45,SC,43,Georgetown County,28243,10994,18493,56936,16656,1411899,21689,799454,10565,31435,6110,42308,5603,31215,4659,38981,240,5166,97548,3619,71208,7393,186007,3253,23428,5373,71469,149,2604,8855,230697,6757,47531,1790,1501,7948,18336,8825,71406,6879,73324,7776,39062,19259,928938,8343,9867,3859,4151,857,452,1538,1479,7260,17014,6576,15296,5161,6334,578,4445,16578,161527,18477,170321,5008,31863,21963,67985
45,SC,45,Greenville County,205044,82676,112950,432135,136215,10814067,173082,8076197,71215,137169,40553,235450,36426,184865,31675,295829,890,30783,377684,19607,321530,36608,627694,19336,139984,23317,284453,803,14681,71792,1669515,61697,379784,8055,8144,65508,128784,71476,546429,59470,529914,62320,322720,150966,7116388,69977,91968,36046,43101,10048,5216,10686,9297,42036,92526,37270,81049,33910,46788,4626,28997,130603,1214646,143564,1281465,37231,162989,160277,472152
45,SC,47,Greenwood County,31039,10577,19338,70420,22104,1266773,26137,929950,8658,15324,4276,19763,3804,14989,4064,27332,445,3179,22656,2860,47776,6481,114696,3030,19549,3751,43970,104,1875,7581,160903,6394,32480,939,891,6818,10941,7547,48206,6042,45473,6681,37008,21475,739592,10883,11519,5728,5793,1406,766,1653,1476,8406,19999,7647,18240,7694,12542,355,1925,17100,113100,18893,120155,4678,14108,25434,72471
45,SC,49,Hampton County,8232,2502,5685,17558,6113,286063,6923,217846,1657,4544,617,3196,538,2599,1239,8021,243,452,8440,487,4828,1552,25522,935,5947,823,8219,0,0,1503,33042,1267,6370,192,153,1238,2537,1498,9968,1049,6605,1267,8377,5430,155566,2656,2683,1574,1545,234,130,370,339,3128,7949,2883,7204,2171,2593,50,333,4247,22011,4929,23945,1060,3257,6970,21876
45,SC,51,Horry County,134640,49464,77349,263368,70280,5134329,106570,3375400,46250,100463,23552,82418,21023,57063,19750,152428,1020,19189,140177,14730,215915,30623,686338,17335,119277,21039,233760,301,4834,35977,763134,28109,138132,6599,7517,32284,49187,35847,208216,29627,286338,28838,95428,91843,3129836,35758,36252,17593,18137,4238,2177,5596,5024,30802,65663,27043,58103,24038,32749,1509,8263,78692,487626,87058,521472,22001,73687,106689,280376
45,SC,53,Jasper County,9510,2824,5755,20969,7273,310908,8121,239837,1787,2942,667,4002,575,2501,1551,9124,104,552,19362,466,6526,1426,26263,913,5937,755,7515,0,0,1973,45735,1612,7385,260,243,1710,3271,1969,11740,1601,14408,1564,7291,6028,160402,2678,2692,1664,1562,306,171,271,255,3195,7869,2918,7039,2799,3779,57,357,4741,21490,5538,23796,1247,3416,8005,26361
45,SC,55,Kershaw County,26853,11186,16725,56396,17974,1158517,22211,856270,8970,13390,3766,16107,3330,12036,4033,33056,360,2695,17195,2342,32627,6693,128687,2976,20948,3509,38202,93,1540,8010,168290,6803,33091,997,1389,7284,9985,7993,48150,6573,51414,6672,30305,19567,706299,9025,10782,4991,5850,1424,811,1478,1252,6849,15726,6141,13989,4903,6010,248,1446,16698,105045,18587,113133,4641,13055,21387,59268
45,SC,57,Lancaster County,32297,13422,23298,69091,21738,1451214,26390,1045454,12028,18930,5082,22926,4591,16716,4712,35094,461,3925,21284,4285,68198,6906,129221,5049,38869,4574,54890,84,1477,10484,220021,8717,46549,1554,1765,9668,15866,10464,68992,8750,75730,9026,37612,23239,881507,10636,11365,5931,6797,1612,808,1613,1267,7730,17372,6927,15406,5993,8063,416,2429,19821,135273,22003,144380,5099,14498,26159,73689
45,SC,59,Laurens County,27063,9715,17810,57496,18953,966063,23036,746187,6474,10427,3071,10504,2678,7662,3504,20683,626,2153,12124,2187,27752,5587,81642,3134,20417,3176,31906,29,344,5803,109882,4809,20350,817,852,5127,5612,5769,29383,4483,31090,4970,23284,18687,536865,8829,8972,4853,5182,1003,563,1226,1058,8409,19876,7685,18187,6101,7666,160,866,15320,71346,17091,76891,4269,8984,21984,60419
45,SC,61,Lee County,7131,1747,5094,14934,5270,209495,6104,163547,1526,2322,544,1893,468,1454,1030,4756,203,416,1708,351,3624,1315,20368,885,5510,621,5829,0,0,1182,22218,940,3936,137,102,1000,1186,1182,6007,866,5492,1031,4639,4563,105381,2224,2037,1217,1087,281,154,396,288,3030,7845,2823,7242,2070,2409,32,101,3459,13263,4063,14996,930,2004,6021,19229
45,SC,63,Lexington County,120734,49119,66118,247769,77177,5997930,102233,4470418,42595,66945,21263,71094,18775,52483,18783,172046,1068,14778,142939,10660,151960,25128,531165,9072,64755,14616,177662,471,8457,42817,897011,37371,195452,4255,3817,38971,58899,42697,280607,36006,300441,35825,161248,91939,3838282,41742,50616,21915,26813,6792,3584,7187,6619,23438,51679,20633,45309,18276,24503,1848,9284,80232,598140,87378,635784,22910,79996,93944,256882
45,SC,65,McCormick County,3972,1594,2660,7738,1842,158207,2922,86075,1421,3131,820,4237,729,2842,591,3255,65,658,1414,733,14419,1394,34555,477,2633,987,13371,0,0,1098,22984,773,3344,285,263,1009,2149,1095,6325,869,7319,993,4089,2875,95679,1278,1023,468,410,106,62,264,218,1217,2884,1100,2600,692,739,35,207,2394,13854,2680,14737,718,1699,3101,8626
45,SC,67,Marion County,13748,3583,9318,28162,9551,397476,11650,304390,2608,4291,963,3053,838,2304,1713,9395,225,989,3211,713,7332,2653,39379,2202,14220,1238,11948,0,0,2158,38884,1824,7438,254,225,1878,2158,2149,10924,1561,9434,1871,8407,8444,202718,4027,3675,2215,1984,464,249,469,408,5678,13868,5246,12834,3715,4166,68,285,6591,26591,7593,28964,1545,4172,11775,34530
45,SC,69,Marlboro County,10891,2713,7065,22830,8077,313700,9519,248010,1785,2440,630,3613,549,3028,1073,6400,170,514,2122,554,5185,1854,23393,1946,11442,866,8102,0,0,1375,25529,1147,4657,165,194,1100,1082,1369,6585,963,5373,1170,7024,6977,155449,3472,3071,1866,1664,433,245,506,425,4687,11838,4369,11196,3072,3451,21,104,5346,19179,6033,21058,1144,2905,9493,28695
45,SC,71,Newberry County,17621,5900,10846,41162,12388,661897,15130,506161,4649,7923,2400,7383,2164,5830,1974,15683,589,1714,10298,1439,18270,3826,69285,1490,9074,2052,22843,56,677,3943,75020,3317,14985,493,412,3550,7137,3933,24872,3010,22129,3322,13586,12273,374934,6058,6082,3500,3397,761,425,890,754,4506,10230,4107,9447,4740,8311,132,557,9687,51241,10506,54477,2511,5960,14646,41170
45,SC,73,Oconee County,31048,14722,21059,64172,18556,1457026,24449,979126,12331,24387,6301,32661,5694,22664,4582,39953,584,5042,25988,4099,81285,8126,178257,3659,22842,5512,69325,95,1310,8700,199850,7106,40944,1374,1149,7984,14732,8687,60250,6841,63321,7450,38949,22604,925306,9880,11495,4896,5845,958,447,1670,1512,6539,14263,5783,12545,4602,5935,442,2535,19943,145617,21957,154285,5511,15496,24344,66231
45,SC,75,Orangeburg County,38239,10151,25036,77307,26245,1293995,32114,970299,8477,15684,3817,14272,3361,11371,5463,24139,885,2658,26414,2467,29164,7362,133598,5176,29713,4031,43140,72,1017,8232,161898,6835,29051,966,999,7056,10864,8200,46148,5999,41262,7229,36648,25349,717264,11890,12004,6487,6280,1640,910,1733,1386,13922,33630,12823,30795,9334,10664,260,1388,20247,99132,22968,107365,5795,15689,31319,90929
45,SC,77,Pickens County,47258,20834,29007,97691,29811,2081680,39653,1550166,15092,25764,7496,31353,6747,23433,7186,58048,476,5729,43841,4473,59821,9225,173905,5362,35523,5976,66982,126,1676,13594,282296,11477,61336,1611,1538,12159,17494,13558,86150,10836,85134,11407,58120,34365,1271663,15771,18149,8351,10020,2040,991,2603,2282,10141,21982,8945,19376,7353,9641,540,3137,29888,190943,32844,203355,7659,20608,37923,99352
45,SC,79,Richland County,171721,50765,88585,331141,105997,8411327,147201,6353754,53649,94245,27765,134021,24730,100659,25360,215657,697,19817,124998,12047,172083,35362,778119,12923,88466,17410,214922,960,22348,60453,1352531,51822,293056,6170,6746,54288,117735,60216,452976,50118,436028,52105,257908,129503,5426032,60520,70019,28071,31051,10984,5988,9425,8479,41041,92347,37136,83929,29807,36703,3714,20971,109038,928367,119006,981857,30928,110741,135859,402849
45,SC,81,Saluda County,9390,3146,6150,24778,7247,320096,8060,253956,2238,5796,964,2252,833,1678,1099,4102,498,706,4534,651,9311,1714,30911,713,4352,972,10120,0,0,1554,28619,1318,6121,195,154,1374,2040,1552,9042,1168,8189,1325,5848,6045,167417,2989,2838,1857,1716,253,140,372,344,2090,4884,1906,4399,3187,6276,51,181,4617,21866,5122,23578,1242,3115,7916,22417
45,SC,83,Spartanburg County,122099,48587,73888,259480,86381,5496178,103976,4072683,35485,68628,17477,149845,15555,121547,17451,156128,933,12754,111751,10152,138347,23310,376105,14262,98906,13884,156121,319,4915,35567,773827,30908,166888,3741,5056,32536,52412,35476,242985,29460,232111,30337,173149,87863,3372095,40434,47879,22739,26330,5689,2942,5920,5201,30249,70047,27144,62567,23123,29906,1621,10895,74627,526582,82522,561049,20434,62701,97712,329745
45,SC,85,Sumter County,46521,15095,28082,98640,33926,1714176,39266,1274632,12524,16845,5355,19602,4720,14651,6532,50960,449,3718,24597,2976,33679,9718,191107,4611,28838,4609,49114,107,1886,10342,203909,8415,38589,1399,1435,9097,13416,10288,58218,8292,61414,8765,42751,31883,961491,15665,17354,8380,8576,2500,1426,2040,1617,15215,37849,14006,34293,11471,14706,356,2061,25499,136488,28894,147460,6550,16829,38725,141109
45,SC,87,Union County,11414,4034,8025,23806,7800,381412,9736,296722,2905,3623,861,2837,764,2167,1259,3729,215,696,3381,900,9872,2626,35980,2108,13140,1348,12828,0,0,2019,34140,1750,6812,224,246,1764,1837,2013,9763,1480,8572,1754,8496,8069,210882,3804,3778,2188,2263,429,218,630,443,3640,8277,3311,7605,2396,2804,43,232,6652,26292,7359,28302,1691,3109,9435,25227
45,SC,89,Williamsburg County,13717,3432,9501,28467,10053,398955,11517,309994,2853,6136,918,2130,799,1409,1929,12392,454,990,5266,709,9149,2473,36846,1861,10734,1202,11610,28,508,2217,41022,1804,7093,311,250,1769,1982,2205,10466,1416,8598,1956,10203,8480,202079,4121,4037,2325,2169,596,312,482,403,5834,14896,5451,13762,3832,4297,63,293,6492,25492,7617,28677,1730,4171,11577,35473
45,SC,91,York County,100725,42713,61321,215145,71196,5448304,86843,4186925,37346,48497,17635,63804,15921,46790,15053,121355,814,12988,207221,9539,151927,19400,330971,12409,103953,11194,133932,332,5262,39868,893459,34873,207129,4037,3771,36654,65236,39771,293939,34631,329606,33866,142282,76836,3513487,36223,44147,20235,24633,6172,3245,5292,4489,20564,45399,18387,40630,15973,20217,2145,11372,66701,566221,72363,595025,17404,60362,80266,231035
46,SD,0,South Dakota,391703,163154,226473,760781,226509,19711863,329388,13254940,157151,474453,79854,362506,70446,267236,61178,619478,31896,69650,1031953,38812,444525,69655,1242027,17980,88124,49758,546503,2028,34428,80147,1729965,5752,47129,66804,96649,70435,227750,79006,379672,60789,521429,61793,397123,303612,13772622,142511,190689,66120,91102,25079,12803,24697,20168,66581,132970,57670,119652,46373,61036,4309,19288,265982,2265677,288620,2447875,76419,402028,301324,895297
46,SD,3,Aurora County,1285,649,960,2732,842,58421,1028,34736,626,1417,266,646,238,353,248,2202,400,335,10623,130,1031,225,3310,45,179,173,1792,0,0,122,2711,0,0,96,99,96,194,121,472,65,501,94,645,973,43227,466,619,212,315,94,47,83,78,200,419,156,344,172,262,0,0,810,6327,937,7372,355,2542,871,2135
46,SD,5,Beadle County,8548,3517,5247,16755,4860,419135,7274,260418,3282,10808,1483,8750,1300,7155,1119,14343,798,1385,20094,848,7871,1376,22901,255,1157,1113,11346,60,819,1063,24906,53,1038,915,1103,879,2507,1034,4709,644,4847,800,7762,6656,291210,3113,3889,1478,1833,481,226,549,446,1548,3321,1371,3081,1238,1782,68,264,5718,50015,6137,54303,1580,8280,6682,22608
46,SD,7,Bennett County,1198,392,956,2652,1042,36040,1019,26651,347,958,135,577,115,355,240,1638,221,213,2851,83,637,126,1742,53,256,106,1224,0,0,56,1112,0,0,52,138,34,56,56,241,0,0,43,173,733,23884,359,765,206,252,31,14,47,31,420,998,388,923,308,415,0,0,582,2711,716,3259,211,850,929,2784
46,SD,9,Bon Homme County,2842,1368,2033,5484,1500,113307,2208,67569,1494,3153,623,1879,535,1289,521,5148,634,622,5713,340,3032,565,9326,93,542,503,5214,21,353,290,5934,25,70,254,271,219,570,287,929,132,1003,203,896,2146,73704,942,1167,413,571,152,78,212,176,456,839,368,701,281,414,0,0,1879,9258,2130,11707,808,3943,1901,4518
46,SD,11,Brookings County,13168,5430,7604,25121,6953,673073,11519,468224,5720,15096,3245,12322,2945,10246,1955,14056,888,2286,27952,1067,11677,2257,46811,553,2737,1511,18974,42,539,2774,65902,130,797,2356,3364,2431,7846,2733,12439,2096,16926,2111,23962,10633,468156,5165,7051,2253,3313,932,489,916,778,1557,2669,1338,2348,1250,1913,140,595,9332,72949,9942,77718,2632,12874,10154,27430
46,SD,13,Brown County,17951,7430,9990,33545,9530,928647,15284,627986,7410,22738,4156,14684,3708,10407,2662,35559,1150,3130,39038,1804,16205,3273,54892,569,2522,2402,26950,139,2699,3348,68276,171,819,2888,5109,2919,10447,3303,16573,2455,19306,2498,13174,14579,669542,6710,8721,3101,4410,1310,727,1386,1131,2430,4537,2060,4061,1645,2049,246,942,13072,109910,13887,120525,3632,26094,13783,38069
46,SD,15,Brule County,2545,1089,1665,4849,1416,100131,2071,66958,1083,3005,537,1511,485,1082,496,4077,434,581,6151,265,2358,403,6846,56,213,355,3568,0,0,320,5796,24,89,271,331,240,572,313,1022,181,1289,243,693,1874,68362,831,1057,384,534,127,67,184,166,438,867,366,744,294,387,26,74,1629,9539,1835,11045,608,3248,1835,4501
46,SD,17,Buffalo County,747,143,385,1854,866,17320,687,14745,70,182,30,82,27,52,49,132,53,57,848,28,72,75,819,63,262,35,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,7773,237,253,197,210,0,0,0,0,426,1140,414,1098,327,407,0,0,259,722,330,927,61,205,671,2447
46,SD,19,Butte County,4614,2054,2894,9207,2803,174103,3815,127970,1577,4994,802,2918,699,2208,886,8841,522,764,11786,398,3323,739,11566,271,1250,497,4694,24,337,668,12233,42,169,562,689,575,1620,654,2512,488,4082,404,1451,3346,111250,1458,1865,744,1035,209,96,225,132,937,1948,804,1672,634,849,26,105,2876,14464,3283,16479,804,3299,3628,9774
46,SD,21,Campbell County,711,370,609,1356,332,30361,524,15605,442,969,164,241,140,170,136,1007,254,207,3334,88,626,146,1828,25,159,122,1077,0,0,75,1406,0,0,64,63,40,65,74,159,27,175,49,189,545,20267,249,292,96,128,26,11,64,50,85,148,52,113,57,70,0,0,467,2706,548,3391,266,1567,401,944
46,SD,23,Charles Mix County,3712,1550,2870,7895,2763,146723,3037,87485,1674,4054,736,1591,609,840,674,7232,733,785,9368,347,3216,593,9683,101,458,518,5711,35,582,367,7491,21,82,328,415,287,579,363,1101,167,1338,278,1747,2592,97873,1249,1555,599,780,149,74,213,190,928,2212,823,2029,695,981,36,123,2176,13749,2491,16640,951,5864,2592,8108
46,SD,25,Clark County,1672,795,1287,3139,800,69380,1219,36767,794,2378,395,1456,275,637,312,2797,496,425,5641,184,1446,300,3832,71,345,275,2921,0,0,194,3656,0,0,171,180,131,228,190,471,100,776,133,415,1233,47019,539,621,209,267,69,33,144,104,227,446,183,366,165,252,34,75,1085,6543,1259,8146,523,3353,1066,2423
46,SD,27,Clay County,5332,2084,2698,9669,2730,232381,4495,158925,2257,5034,1163,3695,1048,2450,890,7820,394,892,6253,461,4345,923,18158,198,1072,650,7867,35,442,967,17612,130,488,744,977,851,2603,957,4175,711,5288,735,2881,4008,154625,1990,2457,753,1087,335,164,357,317,852,1445,726,1282,497,654,51,211,3497,22565,3803,25321,1076,6052,4048,9722
46,SD,29,Codington County,13284,5584,8504,25539,7626,638296,11396,428997,5208,16218,2678,11706,2340,8303,2150,19226,1138,2334,33489,1379,15539,2143,33405,723,3091,1600,16972,78,1691,2487,47615,114,618,2224,3019,2200,6305,2461,10035,1860,15640,1866,9221,10425,436638,5116,6527,2296,3276,1080,562,984,720,2194,4146,1899,3744,1538,1970,155,761,9031,67576,9774,73043,2359,13088,10521,28414
46,SD,31,Corson County,1328,443,1087,3169,1270,36810,1124,27243,358,740,117,633,97,518,178,781,319,235,4927,55,336,145,2082,70,238,105,854,0,0,52,1001,0,0,41,38,23,14,50,72,0,0,39,210,726,22473,365,447,244,293,27,12,33,24,568,1290,540,1185,393,467,0,0,533,2584,710,3063,231,1062,1045,3201
46,SD,33,Custer County,3871,1933,2142,7230,1631,181599,2983,116127,1832,7460,902,2830,794,1882,764,6064,273,828,12559,494,8490,1064,25069,220,1096,730,8022,21,201,905,21960,76,386,738,957,823,2585,878,4024,670,6108,678,5031,2871,126151,1167,3381,476,676,137,66,232,164,585,1060,466,905,333,422,33,422,2605,18183,2873,19647,762,3393,2917,7661
46,SD,35,Davison County,9590,3788,5946,17899,5245,444997,8075,303782,3824,11974,1901,7928,1705,5374,1497,16678,549,1665,15916,986,9703,1570,23830,387,1543,1206,12682,60,1054,1625,31978,73,404,1434,2048,1393,4525,1583,7044,1087,8223,1267,6879,7430,303493,3528,4897,1536,2193,656,319,699,561,1539,2942,1348,2662,1028,1325,93,439,6550,47145,7022,51499,1784,8532,7453,20357
46,SD,37,Day County,2869,1216,2159,5380,1492,104422,2224,63999,1312,4122,577,1711,498,1047,550,4252,624,621,6518,292,2575,549,8486,166,767,464,4566,0,0,291,5959,31,255,241,275,219,566,284,1140,151,1012,217,1127,2058,68518,945,1138,378,527,129,57,236,171,525,1070,437,924,357,481,31,101,1761,9164,2036,10748,666,2750,2065,5385
46,SD,39,Deuel County,2132,1056,1556,4264,1205,90242,1716,62378,989,2765,400,871,328,574,421,2398,536,470,7642,204,1767,375,5588,155,909,309,3024,0,0,284,5646,49,530,215,243,232,500,278,1284,186,1532,192,693,1637,66479,765,1077,334,516,119,71,160,106,282,521,227,439,214,314,0,0,1442,9625,1607,11161,545,4012,1485,5095
46,SD,41,Dewey County,2529,708,1841,5841,2449,76633,2214,63806,535,1092,204,589,178,381,340,7282,494,339,4761,88,668,307,3965,284,1111,166,1424,0,0,97,2227,0,0,74,78,51,98,93,288,42,348,59,246,1608,50502,852,1088,617,713,97,46,65,50,1003,2417,919,2250,749,966,0,0,1209,7130,1469,8064,352,3024,2103,7171
46,SD,43,Douglas County,1368,731,1086,2770,791,64155,1091,35022,736,1682,299,836,234,567,286,3218,441,368,6418,138,1057,211,2836,46,247,229,2226,0,0,182,3735,0,0,165,182,114,216,180,432,62,378,134,883,1075,43802,497,638,200,309,64,26,115,91,188,382,147,310,141,231,0,0,925,6100,1064,7594,477,3130,824,2240
46,SD,45,Edmunds County,1822,922,1351,3592,995,96421,1449,54181,966,2709,423,1174,361,813,355,2849,445,465,11895,194,1647,317,4447,41,194,293,3032,0,0,249,4988,0,0,228,280,176,398,245,689,139,1214,190,1048,1423,72808,635,883,286,430,103,50,147,176,239,461,190,364,170,235,29,80,1261,11824,1416,13530,577,4554,1160,2972
46,SD,47,Fall River County,3441,1464,2054,6258,1501,140345,2565,87548,1563,3300,647,1764,578,1061,635,4050,264,640,12089,385,4325,945,21323,171,803,608,5658,0,0,547,11362,50,221,456,581,479,1249,536,2110,380,2859,391,3071,2508,92233,942,979,413,539,88,37,189,140,616,1190,513,1031,359,443,21,47,2241,12811,2492,13886,719,2056,2546,6348
