State FIPS code,State,County FIPS code,County name,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
31,NE,143,Polk County,2572,1317,1940,5352,1662,118826,2056,74562,1324,2376,581,1442,513,984,532,4160,475,532,4248,310,2941,424,5280,137,631,430,4611,46,754,539,11230,416,2235,110,92,409,921,535,3449,266,1584,441,1776,1983,76694,948,1167,452,668,140,61,205,159,369,721,310,632,300,436,26,134,1728,10443,1928,12763,744,5245,1705,4235
31,NE,145,Red Willow County,5076,2403,3542,10188,3048,224694,4151,155965,2310,5716,1238,3053,1147,2279,878,9005,445,940,7128,634,6157,932,13504,278,1283,752,8199,48,618,965,19905,759,4452,182,183,797,1769,959,6794,557,3179,745,3712,3803,146215,1739,2043,844,1199,272,120,339,233,871,1815,746,1577,607,832,58,313,3355,21719,3692,23997,1026,5622,3784,9334
31,NE,147,Richardson County,3928,1800,3014,7564,2087,157367,3102,105203,1863,3373,861,2310,774,1687,690,6465,523,644,7293,451,3240,720,9144,346,2101,586,5715,33,552,613,12245,468,2424,129,104,452,870,609,3630,317,1671,437,1926,2889,99109,1218,1456,574,800,150,51,250,235,716,1430,606,1250,441,543,45,188,2555,13480,2830,15920,872,4265,2851,7441
31,NE,149,Rock County,534,290,413,1035,250,20494,385,11747,292,769,133,858,107,757,143,1565,158,172,7185,52,612,68,664,0,0,60,646,0,0,71,1469,44,300,27,24,49,82,71,422,25,106,53,192,345,15391,133,138,53,70,0,0,24,18,108,187,80,135,51,74,0,0,289,1957,372,2275,132,704,352,793
31,NE,151,Saline County,6240,2808,4495,13578,4506,273903,5258,203996,2620,4521,1197,2496,1032,1793,893,7094,649,921,6411,651,5883,1032,13354,442,2355,761,8282,47,623,1329,24892,1074,4435,227,695,1149,3163,1326,8753,904,5990,959,2904,4929,171663,2471,3124,1490,2033,368,205,379,314,1028,2008,881,1800,915,1220,62,274,4224,22461,4533,25756,1198,5705,4757,12411
31,NE,153,Sarpy County,75930,35091,33731,159955,53742,4450188,68085,3560619,31660,31672,17168,50566,15421,38462,9076,72613,526,12119,65349,6418,75975,16332,366723,5205,28353,7569,93796,271,3970,33042,689967,29027,138414,3280,6199,31257,125432,32972,285977,29222,236393,27815,84913,63764,2947826,33222,44109,17645,25371,6768,3358,5509,4433,9553,19042,8413,17285,7782,10099,1631,7563,57212,447857,59814,465837,12195,38738,62009,172157
31,NE,155,Saunders County,9531,4747,6137,19710,6226,504419,7991,355105,4577,7836,2357,5631,2060,3877,1701,14314,1066,1778,17065,1072,11597,1833,27501,749,3715,1301,14981,85,1528,3115,63996,2625,12619,433,438,2776,9357,3109,23854,2420,18719,2591,9236,7598,335182,3634,5001,1871,2809,623,310,725,640,1164,2245,958,1924,935,1249,162,735,6781,50505,7342,56019,2119,10509,7011,18876
31,NE,157,Scotts Bluff County,16517,7093,10079,33426,10544,704385,14208,550401,6383,11675,2901,9564,2529,7086,2684,22613,767,2094,16694,1679,17112,2569,35522,1327,6200,1952,20103,53,758,3751,75645,3065,15623,602,724,3279,9338,3732,27581,2710,18326,2928,10828,12137,440953,5607,6187,2886,3674,863,377,1128,778,3665,7916,3242,7177,2586,3330,222,1348,10532,65719,11574,70854,2807,9254,13079,34025
31,NE,159,Seward County,7232,3856,4932,15277,4775,408509,6098,277308,3638,6507,1961,4347,1737,3116,1370,12414,837,1435,19640,919,9053,1364,20286,424,1947,1120,13221,85,1439,2509,52792,2092,10061,381,394,2215,6528,2504,17932,1784,12593,2121,12448,5925,276312,2893,3923,1465,2236,485,244,536,426,836,1555,688,1337,673,945,128,642,5322,41555,5734,47117,1762,11269,5188,14225
31,NE,161,Sheridan County,2429,1178,1880,4809,1326,88338,1903,59435,1083,2373,553,1780,465,1234,506,4369,564,597,10435,273,2478,405,5405,99,526,362,3318,0,0,347,6884,244,1298,93,82,250,471,343,1966,146,812,259,1070,1698,57142,729,709,331,440,82,29,131,90,454,1004,374,863,322,435,0,0,1461,7361,1725,8631,528,1846,1748,4264
31,NE,163,Sherman County,1409,719,1145,2840,806,48076,1063,35511,764,1263,316,2468,286,2187,280,834,424,346,5177,160,1251,281,3419,84,385,203,1940,0,0,194,3438,145,625,46,36,146,260,193,969,99,608,134,380,975,33122,417,515,208,316,63,31,73,60,239,483,193,396,153,228,0,0,842,3955,1002,4674,356,1664,934,2215
31,NE,165,Sioux County,535,274,409,1076,308,14063,398,12076,304,445,139,265,116,174,105,711,213,165,5082,61,411,74,1027,22,85,79,787,0,0,65,1198,37,116,27,27,46,79,65,263,27,196,47,277,367,12511,143,167,72,102,0,0,26,18,84,180,61,140,54,86,0,0,311,1538,383,1887,161,774,331,718
31,NE,167,Stanton County,2645,1331,1884,5579,1794,112482,2243,87368,1307,1765,556,1136,510,848,523,2898,452,454,3758,258,2833,360,3697,170,799,300,2837,0,0,518,9273,430,1942,79,61,460,1093,516,3275,361,2258,415,1650,2028,72302,1016,1341,536,791,211,107,207,127,426,905,349,760,320,423,24,99,1765,9322,1996,10809,584,2238,1932,5039
31,NE,169,Thayer County,2428,1265,1896,4870,1350,113496,1847,66900,1343,3657,549,2401,469,2075,481,3694,427,532,5820,343,2332,457,5352,120,599,451,4850,22,366,444,9583,341,2325,95,75,322,619,440,3180,190,1092,372,1698,1835,74804,812,1095,352,535,127,68,182,148,312,625,256,537,226,317,45,182,1619,10879,1803,12851,655,4013,1632,4192
31,NE,171,Thomas County,369,194,297,751,217,9432,279,9700,197,642,100,539,91,364,81,432,138,136,2910,36,410,63,873,0,0,43,411,0,0,63,1302,43,293,0,0,32,45,61,374,29,172,55,261,244,7917,100,99,43,49,0,0,23,14,68,154,55,121,50,87,0,0,193,905,231,1063,73,264,262,704
31,NE,173,Thurston County,2529,793,2014,6176,2673,100148,2177,68639,685,1742,274,979,231,819,281,952,268,262,4016,161,1440,250,2675,275,1630,291,3050,25,369,260,5386,207,1487,49,33,180,493,258,2099,112,756,209,779,1737,61355,904,1101,621,793,146,78,101,59,944,2302,888,2218,750,993,48,158,1351,8869,1454,10255,429,3774,2029,6939
31,NE,175,Valley County,1903,989,1598,3888,1135,65392,1523,51327,1048,2103,427,853,390,499,412,3310,390,442,5998,219,1698,292,4309,96,483,268,2882,0,0,318,6712,240,1237,68,76,255,602,315,2018,177,1121,256,1185,1340,48344,663,806,288,373,107,46,167,162,366,713,301,605,248,361,25,80,1117,6407,1313,7287,431,1729,1358,3371
31,NE,177,Washington County,9321,4717,5549,19292,6045,578075,7947,426844,4268,9200,2386,9011,2174,6851,1568,12420,597,1860,17307,1146,14220,1897,33526,738,3752,1311,15008,75,1221,3938,89412,3377,18970,486,586,3624,14043,3933,35590,3137,26595,3309,13001,7519,393342,3687,4937,1820,2675,573,274,832,747,1029,1872,853,1609,747,990,255,1233,6847,64686,7289,68590,1829,7829,7126,20787
31,NE,179,Wayne County,3713,1800,2756,7422,2235,161149,3053,116651,1834,3362,915,2650,838,2046,650,3997,545,720,3703,455,3975,571,7553,158,717,528,6023,38,557,843,16342,657,3396,168,145,681,1748,840,5586,491,2980,693,2575,2858,106068,1483,1773,657,946,254,126,294,211,482,913,395,778,396,593,40,249,2465,14697,2719,17080,870,4781,2635,6034
31,NE,181,Webster County,1653,827,1277,3340,969,62650,1260,40334,804,1689,390,944,344,740,321,2874,329,335,3245,189,1719,283,3561,84,364,244,2425,0,0,257,5003,185,866,68,63,179,367,256,1387,118,592,191,730,1182,38381,527,643,271,348,89,42,102,76,302,655,260,572,203,287,0,0,1016,4918,1174,5967,421,1952,1120,2728
31,NE,183,Wheeler County,350,203,309,758,227,9938,261,8643,191,489,77,213,65,114,89,623,152,108,2365,33,183,47,603,0,0,51,531,0,0,24,595,0,0,0,0,0,0,23,101,0,0,21,237,243,7656,115,123,50,66,0,0,20,18,64,138,49,106,48,77,0,0,199,818,253,989,92,303,231,556
31,NE,185,York County,6470,3123,4624,12729,3637,321831,5382,203835,3123,6459,1674,6015,1477,4640,1063,11107,590,1321,8567,827,7513,1072,13639,415,1777,1035,12258,68,1395,1575,33795,1315,7045,239,444,1295,3282,1569,11337,944,5912,1337,7898,5061,213227,2332,2769,1089,1525,346,143,468,399,881,1755,763,1580,672,894,117,587,4501,32721,4833,36871,1616,10562,4516,10953
32,NV,0,Nevada,1263489,427660,699770,2599633,799879,66673773,1043556,46031867,376903,1533254,172615,1850972,149245,1451839,173982,1686671,3743,157837,5364682,91338,1789506,226806,5303069,169286,1531995,139417,1562242,4553,81081,382239,10050551,24558,279436,314282,449327,329499,931109,376803,1834321,310986,3791080,303539,1208056,962032,46781519,408182,540854,226323,263115,49324,28367,37423,33461,237983,519739,210214,457193,219029,316295,15646,106701,822521,8401580,892740,8515777,205979,938954,1013044,3482123
32,NV,1,Churchill County,10988,4887,5980,22755,6938,475675,8762,352456,3659,8416,1592,4540,1401,3078,1359,10355,448,1279,12871,826,10837,2962,74331,1402,11363,1565,15221,0,0,2695,52351,174,746,2181,2777,2434,4780,2660,9431,2229,22272,1969,6682,8378,317700,3468,3888,2058,2604,372,195,387,264,1905,3846,1690,3516,1490,2056,58,191,7406,46311,7862,49363,1846,5027,8713,24710
32,NV,3,Clark County,914853,290131,516601,1908755,593318,47206415,762822,33085615,255061,1023793,109268,1244395,93684,1010758,127235,1127342,889,103210,3998661,58930,1110225,153590,3460193,121670,1124238,92081,1039055,2814,46591,276761,7280916,15620,163077,229649,335165,233799,637296,272558,1264996,223209,2703315,223237,875845,691589,32785620,297506,391836,167116,188798,37037,21836,25274,21911,183035,410796,162358,358717,176264,260834,10614,64615,582348,5915807,637686,5909041,145321,641301,739538,2565240
32,NV,5,Douglas County,24541,11043,13429,46442,11635,1771289,17757,883178,11177,75133,6641,82418,5870,60275,4449,73733,177,5787,230978,3516,131677,6425,189843,3489,30279,4930,60658,214,4985,9587,336425,1586,28340,7141,9177,8786,31000,9518,73352,7824,108058,7729,55450,19066,1330907,7474,10591,3283,4151,844,413,1106,1076,3107,5410,2556,4651,2088,2565,544,5691,17304,262020,18586,274413,5227,29779,17834,77897
32,NV,7,Elko County,22014,9665,12486,48079,17000,1309530,19802,1063615,6456,11594,2659,11163,2385,8787,2498,24258,456,2437,66039,1353,20213,3459,75320,1965,14086,1889,19049,72,957,5469,108517,312,1108,4406,6593,4875,8055,5390,18464,4577,45533,3626,13885,18099,935414,8152,12797,5243,7642,647,323,1286,1184,3139,6691,2794,6230,2655,3575,234,875,16280,146917,16955,152830,3258,14462,18262,58282
32,NV,9,Esmeralda County,381,154,236,715,188,15142,281,9670,123,414,55,276,45,142,80,421,0,64,743,36,489,106,2180,45,424,65,669,0,0,51,963,0,0,34,48,39,76,50,188,22,133,37,147,275,9978,86,94,52,68,0,0,0,0,57,95,43,83,39,54,0,0,242,1394,268,1531,79,172,281,641
32,NV,11,Eureka County,813,379,448,1700,548,38557,685,32779,286,470,110,153,99,85,131,60,84,96,577,46,959,146,3311,83,699,89,784,0,0,117,2080,0,0,99,129,85,108,117,311,75,570,74,273,618,27535,247,340,164,256,0,0,30,29,92,180,79,157,75,114,0,0,573,4038,606,4373,155,498,619,1763
32,NV,13,Humboldt County,7664,3356,4772,16437,5545,408563,6638,345406,2120,4624,1103,2406,970,1637,993,9178,296,919,9103,484,7551,1405,28504,658,4751,695,6894,34,703,1640,30030,106,815,1339,2015,1437,2493,1618,6169,1328,12007,1017,3293,6027,292235,2552,3481,1688,2383,179,85,419,376,1197,2583,1062,2344,933,1237,83,217,5433,46124,5749,48754,1053,3816,6359,19660
32,NV,15,Lander County,2674,1139,1624,5742,1946,147362,2332,122100,682,3434,273,558,233,366,293,2020,85,253,2154,144,2462,504,9483,316,2453,243,2289,0,0,423,7127,21,47,340,514,362,601,409,1441,332,2496,267,939,2156,107245,949,1377,607,904,61,23,139,137,360,705,319,647,278,365,29,54,1972,17091,2055,17911,383,1692,2229,7142
32,NV,17,Lincoln County,1842,893,954,4010,1313,85193,1360,54960,830,3047,169,456,150,321,263,192,103,176,5649,128,1350,580,17682,176,1430,350,3114,0,0,495,10102,0,0,428,520,454,829,492,1629,380,3508,399,3002,1404,54632,529,771,330,531,0,0,68,54,270,589,235,532,220,360,0,0,1251,7347,1322,7708,308,932,1453,4408
32,NV,19,Lyon County,22478,10289,11948,46885,14167,936057,17763,697267,7068,15060,3060,9859,2667,6557,2746,14544,267,2693,43781,1982,31046,5563,128714,4016,35533,3568,34678,32,352,6789,128253,472,2153,5468,6603,6218,11300,6717,22656,5884,61644,4802,9984,17237,624908,7003,8415,4389,5630,801,409,805,579,4006,8053,3537,7302,3005,3905,99,392,15096,86746,16018,91451,3544,10485,17897,48378
32,NV,21,Mineral County,2075,780,1190,3862,1010,81184,1589,57201,694,1533,183,619,148,342,256,342,0,153,408,161,1717,635,14734,284,2406,365,2948,0,0,268,4862,21,65,215,318,228,347,263,826,191,1257,204,768,1582,51938,523,552,312,349,47,21,85,76,418,693,358,639,225,270,0,0,1429,7222,1495,7564,346,873,1645,4076
32,NV,23,Nye County,18271,8352,9854,36621,9693,785494,12627,489886,6359,16166,2810,12027,2386,8159,2402,9019,133,2316,18632,2140,34110,6049,146182,2680,25014,3955,40096,0,0,4968,103258,372,1644,4011,5813,4408,9389,4887,18940,3997,40017,3580,9821,13204,494193,4320,5245,2496,3155,290,157,719,698,3182,6465,2797,5764,2167,2748,122,583,11895,72645,12753,76159,3225,9441,13865,37136
32,NV,27,Pershing County,2088,921,1368,4433,1446,86664,1724,70902,524,994,216,602,183,376,277,534,114,194,1410,153,2392,441,9261,239,1904,280,2701,0,0,351,6184,0,0,297,408,295,473,350,1115,245,1865,250,868,1572,57158,616,810,405,544,45,23,100,97,403,928,365,862,303,383,0,0,1401,7862,1478,8307,299,860,1708,5057
32,NV,29,Storey County,1760,800,782,3302,769,92697,1348,63014,675,1276,331,927,278,548,303,3420,0,275,1952,186,2585,495,11687,314,2813,325,3250,0,0,683,14992,44,236,546,653,625,1572,677,2717,594,7257,512,967,1397,60737,479,591,227,278,60,30,98,119,220,361,171,296,124,160,0,0,1302,9699,1383,10281,346,1164,1322,3311
32,NV,31,Washoe County,200840,73752,102589,392001,117618,11867061,164563,7715833,70440,335533,38932,456068,34258,333705,26938,370326,504,33680,918762,18418,391787,37373,942665,27877,240300,24574,286628,1251,24693,63846,1794924,5297,77732,51409,69852,58136,206563,63086,380554,53472,705875,49544,206422,156239,8637147,65375,90231,33106,39931,8014,4353,5794,6009,31785,62873,27684,56857,25459,33062,3583,32617,137921,1605560,146725,1683256,35414,200520,157606,556382
32,NV,33,White Pine County,4155,1705,2550,8207,2461,193785,3443,151742,1537,2684,400,1268,327,949,527,2452,119,374,7751,309,3354,959,19892,454,3226,517,4518,0,0,738,14330,40,152,612,832,652,1121,726,2387,579,5187,504,2258,3256,133466,1147,1486,762,1120,86,37,153,106,633,1156,538,1055,412,499,30,136,2966,19584,3093,20419,622,1847,3402,9693
32,NV,510,Carson City,26052,9414,12959,49687,14284,1173105,20060,836243,9212,29083,4813,23237,4161,15754,3232,38475,68,3931,45211,2526,36752,6114,169087,3618,31076,3926,39690,136,2800,7358,155237,493,3321,6107,7910,6666,15106,7285,29145,6048,70086,5788,17452,19933,860706,7756,8349,4085,4771,841,462,960,746,4174,8315,3628,7541,3292,4108,250,1330,17702,145213,18706,152416,4553,16085,20311,58347
33,NH,0,New Hampshire,662998,270166,308730,1232753,346174,41303623,560368,30112256,295164,1105677,161122,881089,143851,629941,104547,1826251,2146,115988,2208869,68893,1106318,123713,2443189,61392,474548,82823,989203,6084,104060,240442,6371789,99013,433332,3981,3151,227483,1440020,237228,1984380,201072,2052104,181765,515698,532254,28964169,230352,294037,102482,133069,29567,15028,47751,37321,80970,144460,66620,123561,49343,57873,16318,84784,488824,5041657,517857,5351228,112040,479939,528177,1577090
33,NH,1,Belknap County,32091,13504,14874,58754,15170,1681674,26094,1189420,12994,29131,7559,49174,6713,36314,5659,85195,113,5501,48042,3920,65361,6488,136026,3131,20215,4940,59475,262,3713,10365,226738,2603,11593,223,183,9837,58913,10191,75263,8453,85786,7519,22528,24966,1155486,10753,14021,4758,6070,1242,631,2398,1843,4704,8581,3827,7229,2796,3210,578,3707,22629,191620,24394,206953,5422,20958,25446,73706
33,NH,3,Carroll County,25316,10637,13246,45215,10845,1363506,19270,817286,11518,32810,7040,53869,6337,39836,5526,88175,143,5461,101971,3419,61029,5746,134439,2033,13374,4469,54998,212,3735,7711,177769,2789,13102,295,195,7304,37973,7594,54534,5895,57590,5735,19605,18978,950506,8007,9586,3161,3887,753,378,1756,1554,3969,7114,3050,5596,2197,2640,442,2700,17049,168084,18975,182213,4652,23594,19407,59213
33,NH,5,Cheshire County,37262,14936,17151,67832,17916,1949879,31304,1398550,16205,38375,9029,62369,8129,42983,6013,94840,225,6110,77696,4223,55697,7089,125033,3315,22883,5029,57850,286,4280,11580,250101,4635,17593,208,163,11009,70722,11434,94870,9238,77514,8164,30738,29550,1329850,12848,14548,5676,7276,1342,680,2477,1840,5135,9240,4219,7960,3082,3696,637,3920,26766,217598,28581,233651,5801,20891,30179,84764
33,NH,7,Coos County,15519,6518,8451,28001,6926,715430,12810,439065,6499,10370,3085,9775,2785,6768,2476,17778,127,1931,126063,1561,16359,3470,56203,2120,12232,2144,19586,74,933,2348,47360,700,5783,72,49,2114,9612,2272,16673,1722,12813,1479,4508,11329,488358,4878,5104,2055,2446,415,192,1280,925,2946,5260,2488,4545,1601,1809,102,757,10069,71937,11005,76332,1870,4584,13068,39345
33,NH,9,Grafton County,43462,17286,20496,77217,19463,2578417,35700,1753913,19388,44146,11233,113637,10210,86181,7864,167657,303,8141,121981,4684,88116,8274,182597,3207,19119,6061,77150,514,9273,12472,319991,4845,20430,316,300,11317,78011,12207,103889,9301,90176,9283,57633,34107,1837246,14628,19083,5714,7069,1643,839,2934,2436,5741,10007,4683,8508,3253,3905,1250,9329,31099,336460,33209,358632,7498,37265,34194,99059
33,NH,11,Hillsborough County,201460,79995,92009,380564,113221,13836735,174465,10065135,88387,699880,47349,198109,42062,133588,28381,483410,335,34225,1114420,19735,306340,34013,627976,19686,164404,21758,263937,1648,28948,76742,2242376,32536,144820,1172,917,72638,446936,75795,627474,65553,680116,58627,149689,163153,9653761,71436,90839,32712,42532,9598,4875,14157,10762,24336,44843,20493,39194,15551,18287,5314,24702,150126,1694204,157832,1779729,33296,145849,161619,485581
33,NH,13,Merrimack County,72413,30076,30757,135631,37993,4178218,61174,3154298,31341,54141,17378,94553,15502,65027,11355,186795,281,12341,114460,7628,123882,13803,270500,5815,39567,9617,114734,700,11596,25664,543633,6039,24322,391,293,24444,155686,25279,190989,21532,208801,19134,53032,58366,2918863,25813,32056,11666,15296,3607,1874,5353,4087,8942,15859,7409,13655,5378,6454,1421,8460,53528,490123,56593,524102,11955,45907,58017,167988
33,NH,15,Rockingham County,157398,66242,77571,295333,84949,10951614,132819,8148248,77067,151166,41774,231142,37322,170089,25911,530498,326,31058,416512,16408,288481,30197,636164,15207,137075,19509,239549,1814,32848,69019,1664511,37070,169413,947,785,65501,440681,68260,642076,58670,643893,54411,134773,129162,7872898,55520,76724,24042,32113,7401,3701,12207,9801,14341,23615,11368,19475,8802,10131,5417,25904,120535,1431825,126983,1519002,29712,140678,122387,392421
33,NH,17,Strafford County,57424,22256,24188,105473,29288,3003582,49378,2365581,23537,31367,12129,39907,10719,28130,7895,123902,144,8152,60495,5167,65532,10527,201989,5155,34685,6542,69929,398,5959,18818,783503,5751,19459,269,196,17876,107939,18566,135773,16106,155668,13623,31095,46411,2042949,19514,23918,9367,12151,2735,1435,3662,2898,7728,14062,6503,12366,4759,5475,859,3557,42355,325067,44560,347041,8783,28854,47013,127610
33,NH,19,Sullivan County,20653,8716,9987,38733,10403,1044568,17354,780760,8228,14291,4546,28554,4072,21025,3467,48001,149,3068,27229,2148,35521,4106,72262,1723,10994,2754,31995,176,2775,5723,115807,2045,6817,88,70,5443,33547,5630,42839,4602,39747,3790,12097,16232,714252,6955,8158,3331,4229,831,423,1527,1175,3128,5879,2580,5033,1924,2266,298,1748,14668,114739,15725,123573,3051,11359,16847,47403
34,NJ,0,New Jersey,4285099,1573692,2771998,8414025,2691138,308527527,3525869,229683841,1924312,5004898,1131366,6366268,1026120,4554560,601083,10509501,9348,827885,9375472,390310,6274465,773730,16666914,628282,6784039,528671,7312115,41388,938740,1862238,58084724,1486962,13297430,317668,298430,1661497,14860701,1855860,27852368,1377165,15715552,1568938,5084655,3387615,215204881,1482863,2033641,655120,770931,223264,130247,254012,237027,580826,1216790,499623,1034969,465811,584892,274550,1940110,3032844,43541975,3248563,45550229,729433,3403753,3380124,12794259
34,NJ,1,Atlantic County,138274,43995,90651,271695,85711,6650474,115880,4924779,50341,82649,25573,84744,22906,56929,15993,224341,402,18642,69304,11686,165304,25178,528940,26854,247547,17023,208376,686,16056,51257,1156546,39118,169860,10648,10057,47527,278410,51108,465663,40945,376926,42026,95505,105848,4151623,47896,54494,24074,26409,6794,3895,8326,7679,26610,58858,23694,52749,22937,29611,2998,17851,90156,668957,96806,711384,19239,65733,114336,348059
34,NJ,3,Bergen County,450240,184548,320655,880004,274976,42015714,357858,29256871,241401,966071,150853,1253659,138142,871504,76134,1658397,150,117948,1991735,47887,871830,78663,1760474,55718,646671,61402,947789,6529,166667,218182,9163734,173874,2340312,38089,35834,190327,2957979,217392,4420747,149338,2007904,186018,759273,359799,30878581,151863,250600,58227,70258,22517,13620,21860,19935,42950,81623,33896,63700,31795,39870,44351,357974,330197,6920145,355178,7226691,91109,541735,334706,1655134
34,NJ,5,Burlington County,220668,88540,125917,430010,133291,14981063,184256,11330723,103031,167691,57234,196513,51232,133009,26833,469385,651,39617,199671,22906,334153,48985,1082255,31480,350455,32192,424309,1850,37445,108006,2794606,85873,510900,18712,18118,101018,705954,107667,1252486,87575,890678,92275,262782,182450,10190439,81446,107429,36492,46441,12627,6980,18759,17750,22774,42900,19564,37718,16844,20660,11071,65953,166819,1841586,174099,1928103,37947,154451,174852,571273
34,NJ,7,Camden County,246819,81990,141895,491116,159339,13832345,209619,10669500,91166,141506,49765,169987,44124,114789,29023,455265,187,33961,135704,20950,299484,43503,839547,40438,432724,28255,354708,1845,38960,102625,2465934,82329,439906,16945,15598,95394,678687,102282,1150374,81833,709750,86215,240914,194176,9051950,89374,111896,44547,52590,12185,6701,17841,15270,42041,89916,37343,80874,34022,43635,8888,54330,170027,1562373,179930,1648057,35533,122234,203583,646165
34,NJ,9,Cape May County,50649,18959,31469,90894,23755,2585690,39285,1638872,24755,51797,13731,55353,12280,37872,7400,138869,157,9722,76531,6382,96281,12905,300051,10319,88886,9828,124685,439,7511,19181,452525,13259,69205,5265,5000,17826,92682,19106,170104,14608,154412,15797,40352,38533,1717022,14939,18116,6471,7861,1477,701,3273,3045,6899,13319,5915,11772,4794,5586,1208,7422,34800,285315,36961,307738,8949,41617,39416,109252
34,NJ,11,Cumberland County,71524,21318,45180,151955,52032,3099646,61582,2329311,21874,31925,9944,32718,8841,24001,6403,66718,456,5741,91329,4540,51736,12493,234596,12978,118848,7682,90726,169,2785,20485,405624,16247,65084,3619,3594,18823,92542,20418,164815,16237,126020,16134,44802,52415,1892816,25233,28978,13871,14818,3905,2189,4536,4012,15291,34411,13877,31725,16201,22904,802,4351,43144,280984,45819,296129,7299,21088,62234,196927
34,NJ,13,Essex County,371257,97127,250084,715083,242526,27332656,306744,19317964,126850,783835,73199,673692,66453,457644,59945,971866,93,55355,2033033,23033,414505,51978,1043019,55319,581211,33058,467762,4006,105875,130433,4880863,106531,1471283,19578,16980,106628,1153429,129862,2669959,87456,1088399,109941,492837,282497,19024659,130847,183285,57302,59596,25219,16014,13769,13234,79200,182277,70894,154401,60768,70165,25631,220537,239671,4400217,267707,4594974,54366,309955,303807,1407913
34,NJ,15,Gloucester County,135599,56777,77585,273250,88180,8414895,115005,6604189,59214,69907,30572,76580,27169,53944,15423,213721,548,19704,73671,12703,181462,28337,580157,23846,265455,17644,213784,686,10940,66304,1553346,53985,260060,10536,10262,62947,422725,66150,700499,55492,517054,56494,132449,111551,5578715,50279,66851,24978,32805,7030,3840,11775,10438,14841,28643,12738,25356,11101,13455,5196,23126,102016,921725,106407,966323,20832,69892,110653,361612
34,NJ,17,Hudson County,314269,80654,221930,563547,167659,16810298,265334,14897760,102592,174947,45566,143232,40744,100900,47183,448073,51,33985,326616,11869,147914,32919,533464,45665,461696,17200,197534,1192,23904,90025,2253229,76535,645493,10029,9411,58727,390047,89615,1064355,51052,609671,68774,182601,240154,11942826,90744,109901,42570,43785,13654,8493,5950,4871,65908,144026,55930,119051,45195,52585,12358,72649,210405,2282466,235343,2380082,47740,160262,257072,862450
34,NJ,19,Hunterdon County,62793,29847,39112,125405,38874,6355194,51154,4702024,38612,92605,27799,139911,25628,102259,11014,272189,1411,20624,166839,7768,149412,13104,308839,7313,87941,9229,143168,1238,26048,37266,1260577,30658,308624,5687,5384,35451,339574,37156,661197,29280,370153,32368,100498,51769,4647462,22656,32989,7520,9840,2992,1594,5582,6357,3152,4652,2386,3638,2441,3063,8284,56425,48839,1009772,51191,1055228,14265,86415,45214,190073
34,NJ,21,Mercer County,172527,60726,99675,335260,106763,13823302,143201,10087876,79054,196068,48479,390997,43958,287548,22634,416046,277,35084,458568,15129,267770,33318,800594,21800,228816,22353,332764,2051,44961,77674,2483341,62511,622226,12197,11818,70341,614521,77355,1264549,58061,626122,65375,275102,138675,9755702,62385,92603,26153,29552,10512,5747,12074,12199,22868,46732,20085,41399,18782,22488,13220,106579,124290,2034716,130987,2111210,30748,154229,135132,513235
34,NJ,23,Middlesex County,395024,155861,251160,793209,254416,25648856,333268,20562509,183689,302974,100474,371919,90595,259169,48652,719661,250,72049,261809,34120,502939,67066,1357915,56666,628510,44727,614830,2747,52696,171989,4460639,138294,864983,27797,25680,152542,1165398,171434,2090437,126164,1360507,142537,376714,319246,17394592,141389,186998,67226,79753,21599,12657,23675,22205,46340,94586,39600,79348,39090,49195,21407,113027,288589,3103141,305608,3235566,64551,227972,315822,1057177
